lncRNA_ID,Score
lENSG00000280224,0.0006304779632400228
lNONHSAG016057,0.00914343930429328
lNONHSAG031062,0.009163349003656838
lNONHSAG037074,0.011173148775968544
lNONHSAG030898,0.01275163670325408
lNONHSAG038396,0.014327628882672585
lNONHSAG020351,0.01599969501509213
lSNORD11B,0.022587420091207757
lSNORA60,0.0234495876266477
lNONHSAG018808,0.024008729701318118
lNONHSAG039659,0.024383023076823857
lNONHSAG051152,0.025913377933222525
lNONHSAG006324,0.0277374549379689
lNONHSAG038555,0.03467511095263514
lNONHSAG012005,0.03481327138705483
lNONHSAG022998,0.03520689048661646
lNONHSAG021538,0.036589203249286516
lNONHSAG026844,0.03684413815775747
lNONHSAG001030,0.03704713702219827
lNONHSAG030997,0.0389487992420571
lNONHSAG032674,0.03934518254086024
lNONHSAG055859,0.03938534314843245
lNONHSAG042954,0.04105189219191927
lRN7SL737P,0.041702446180958745
lENSG00000257381,0.04217446783244289
lNONHSAG027630,0.04221813789809984
lNONHSAG039590,0.04275617973116891
lSNORA79,0.0448263583756534
lNONHSAG043705,0.04510242222039154
lNONHSAG001033,0.04618104165203244
lNONHSAG023493,0.04668909939710216
lNONHSAG001419,0.047189341179876505
lNONHSAG021373,0.047515514392579984
lRN7SL2,0.04772989052886392
lNONHSAG020392,0.05143979061640351
lNONHSAG003418,0.051967490091946344
lNONHSAG001613,0.05304786190071681
lHSALNG0131932,0.053493726760847356
lNONHSAG051584,0.05363188022513955
lNONHSAG014381,0.05369822018275044
lNONHSAG015284,0.055056208444739324
lNONHSAG032334,0.055357976923768495
lNONHSAG052031,0.05565247194009828
lNONHSAG024809,0.056308995465249825
lNONHSAG021507,0.056337192681959906
lNONHSAG050196,0.05650042056911576
lNONHSAG048758,0.05651957505440499
lNONHSAG050333,0.05697718494385464
lNONHSAG026738,0.056983525770451654
lNONHSAG006450,0.057302245752482335
lNONHSAG004475,0.05749725286653201
lNONHSAG005249,0.05819596300713831
lNONHSAG035817,0.0582041713440947
lSNORD67,0.05831759929394532
lNONHSAG015859,0.05934888013208633
lNONHSAG031396,0.05941564018262507
lNONHSAG031111,0.05943244903725065
lNONHSAG013852,0.06093292881342494
lHSALNG0032108,0.06153856753680944
lNONHSAG016761,0.06214646043923787
lNONHSAG000623,0.06284184890017025
lNONHSAG023236,0.0629768364821276
lNONHSAG031532,0.06350080899990902
lNONHSAG037189,0.0650718792259959
lENSG00000264558,0.06509796133390128
lNONHSAG020999,0.0652831346403589
lNONHSAG006922,0.06555622066765941
lNONHSAG037116,0.0662136464873958
lNONHSAG041421,0.06655442030663945
lNONHSAG009825,0.06683454576374548
lNONHSAG043861,0.06687876794022077
lNONHSAG017678,0.06689296630163243
lNONHSAG027607,0.06721848346392911
lENSG00000278944,0.06762265617405716
lNONHSAG034454,0.06791859303177011
lNONHSAG026097,0.06801147931481287
lNONHSAG011509,0.06811786321528361
lNONHSAG029468,0.06817450983950445
lNONHSAG015929,0.06827773462216803
lNONHSAG025299,0.06879571318487523
lNONHSAG039923,0.06916042061758773
lNONHSAG006909,0.06947040723597922
lNONHSAG028374,0.0697157277792554
lENSG00000259187,0.06989857151557008
lNONHSAG004638,0.07001949572396206
lNONHSAG047032,0.07039387523118926
lNONHSAG042876,0.07081745792092106
lNONHSAG049121,0.07085078533511126
lNONHSAG020876,0.07101867002443225
lNONHSAG027650,0.07114708125852466
lNONHSAG023737,0.07118252894565905
lNONHSAG006188,0.07120685726563525
lNONHSAG024729,0.07133658177883276
